seq,TABLE_NAME,TABLE_COMMENTS,COLUMN_ID,COLUMN_NAME,COLUMN_COMMENTS,DATA_TYPE,IDX,COL_TOT,PK_COL,POSITION,,PK
953,_TPRBasCompositItem,기준구성항목,4,ItemSeq,항목코드,int(10),4,6,ItemSeq,4,,1
954,_TPRBasCompositItem,기준구성항목,5,LastUserSeq,작업자,int(10),5,6,,,,
955,_TPRBasCompositItem,기준구성항목,6,LastDateTime,작업일시,datetime(8),6,6,,,,
699,_TPRBasDateBase,급상여일자기준내역,1,CompanySeq,법인내부코드,int(10),1,28,CompanySeq,1,,1
700,_TPRBasDateBase,급상여일자기준내역,2,PuSeq,급여작업군,int(10),2,28,PuSeq,2,,1
701,_TPRBasDateBase,급상여일자기준내역,3,PbSeq,급상여구분,int(10),3,28,PbSeq,3,,1
702,_TPRBasDateBase,급상여일자기준내역,4,SMBelongMmSeq,귀속월,int(10),4,28,,,,
703,_TPRBasDateBase,급상여일자기준내역,5,SMPayMmSeq,지급월,int(10),5,28,,,,
704,_TPRBasDateBase,급상여일자기준내역,6,PayDdCnt,지급일,int(10),6,28,,,,
705,_TPRBasDateBase,급상여일자기준내역,7,SMBegMmSeq,적용시작월,int(10),7,28,,,,
706,_TPRBasDateBase,급상여일자기준내역,8,BegDdCnt,적용시작일,int(10),8,28,,,,
707,_TPRBasDateBase,급상여일자기준내역,9,SMEndMmSeq,적용종료월,int(10),9,28,,,,
708,_TPRBasDateBase,급상여일자기준내역,10,EndDdCnt,적용종료일,int(10),10,28,,,,
709,_TPRBasDateBase,급상여일자기준내역,11,SMRepMmSeq,신고월,int(10),11,28,,,,
710,_TPRBasDateBase,급상여일자기준내역,12,SMBaseMmSeq,기준년월,int(10),12,28,,,,
711,_TPRBasDateBase,급상여일자기준내역,13,IsWk,근태적용여부,nchar(1),13,28,,,,
712,_TPRBasDateBase,급상여일자기준내역,14,SMWkBegMmSeq,근태시작월,int(10),14,28,,,,
713,_TPRBasDateBase,급상여일자기준내역,15,WkBegDdCnt,근태시작일,int(10),15,28,,,,
714,_TPRBasDateBase,급상여일자기준내역,16,SMWkEndMmSeq,근태종료월,int(10),16,28,,,,
715,_TPRBasDateBase,급상여일자기준내역,17,WkEndDdCnt,근태종료일,int(10),17,28,,,,
716,_TPRBasDateBase,급상여일자기준내역,18,IsExPrb,수습자제외여부,nchar(1),18,28,,,,
717,_TPRBasDateBase,급상여일자기준내역,19,SMBnsType,지급방식,int(10),19,28,,,,
718,_TPRBasDateBase,급상여일자기준내역,20,SMObjRange,상여대상자범위,int(10),20,28,,,,
719,_TPRBasDateBase,급상여일자기준내역,21,SMTaxBegMmSeq,세금적용시작월,int(10),21,28,,,,
720,_TPRBasDateBase,급상여일자기준내역,22,SMTaxEndMmSeq,세금적용종료월,int(10),22,28,,,,
721,_TPRBasDateBase,급상여일자기준내역,23,IsBnsLastOrd,최종발령상여처리여부,nchar(1),23,28,,,,
722,_TPRBasDateBase,급상여일자기준내역,24,SMLastOrdEntSeq,처리기간중입사자,int(10),24,28,,,,
723,_TPRBasDateBase,급상여일자기준내역,25,SMLastOrdRetSeq,처리기간중퇴사자,int(10),25,28,,,,
724,_TPRBasDateBase,급상여일자기준내역,26,LastUserSeq,작업자,int(10),26,28,,,,
725,_TPRBasDateBase,급상여일자기준내역,27,LastDateTime,작업일시,datetime(8),27,28,,,,
726,_TPRBasDateBase,급상여일자기준내역,28,TaxApplyRate,세금적용율,decimal(19),28,28,,,,
991,_TPRBasEmpAmt,개인별금액,1,CompanySeq,법인내부코드,int(10),1,14,CompanySeq,1,,1
992,_TPRBasEmpAmt,개인별금액,2,EmpSeq,사번,int(10),2,14,EmpSeq,2,,1
993,_TPRBasEmpAmt,개인별금액,3,PbSeq,급상여구분,int(10),3,14,PbSeq,3,,1
994,_TPRBasEmpAmt,개인별금액,4,ItemSeq,급여항목코드,int(10),4,14,ItemSeq,4,,1
995,_TPRBasEmpAmt,개인별금액,5,Seq,일련번호,int(10),5,14,Seq,5,,1
996,_TPRBasEmpAmt,개인별금액,6,BegDate,시작일,nchar(8),6,14,,,,
997,_TPRBasEmpAmt,개인별금액,7,EndDate,종료일,nchar(8),7,14,,,,
998,_TPRBasEmpAmt,개인별금액,8,Amt,금액,decimal(19),8,14,,,,
999,_TPRBasEmpAmt,개인별금액,9,Remark,비고,nvarchar(500),9,14,,,,
1000,_TPRBasEmpAmt,개인별금액,10,LastUserSeq,작업자,int(10),10,14,,,,
1001,_TPRBasEmpAmt,개인별금액,11,LastDateTime,작업일시,datetime(8),11,14,,,,
1002,_TPRBasEmpAmt,개인별금액,12,LinkTableName,원천테이블명,nvarchar(200),12,14,,,,
1003,_TPRBasEmpAmt,개인별금액,13,LinkSeq,원천키,int(10),13,14,,,,
1004,_TPRBasEmpAmt,개인별금액,14,PgmSeq,입력화면,int(10),14,14,,,,
982,_TPRBasGrpAmt,그룹별금액,1,CompanySeq,법인내부코드,int(10),1,9,CompanySeq,1,,1
983,_TPRBasGrpAmt,그룹별금액,2,YM,기준년월,nchar(6),2,9,YM,2,,1
984,_TPRBasGrpAmt,그룹별금액,3,SMAppType,적용구분,int(10),3,9,SMAppType,3,,1
985,_TPRBasGrpAmt,그룹별금액,4,ItemSeq,급여항목코드,int(10),4,9,ItemSeq,4,,1
986,_TPRBasGrpAmt,그룹별금액,5,PayGrpSeq,지급방식그룹,int(10),5,9,PayGrpSeq,5,,1
987,_TPRBasGrpAmt,그룹별금액,6,GrpSeq,그룹코드,int(10),6,9,GrpSeq,6,,1
988,_TPRBasGrpAmt,그룹별금액,7,Amt,금액,decimal(19),7,9,,,,
989,_TPRBasGrpAmt,그룹별금액,8,LastUserSeq,작업자,int(10),8,9,,,,
990,_TPRBasGrpAmt,그룹별금액,9,LastDateTime,작업일시,datetime(8),9,9,,,,
727,_TPRBasPayItem,급여항목,1,CompanySeq,법인내부코드,int(10),1,17,CompanySeq,1,,1
728,_TPRBasPayItem,급여항목,2,ItemSeq,급여항목코드,int(10),2,17,ItemSeq,2,,1
729,_TPRBasPayItem,급여항목,3,ItemName,급여항목명,nvarchar(100),3,17,,,,
730,_TPRBasPayItem,급여항목,4,UMTaxExemptType,비과세구분,int(10),4,17,,,,
731,_TPRBasPayItem,급여항목,5,SMIsAorD,지급공제여부,int(10),5,17,,,,
732,_TPRBasPayItem,급여항목,6,SMItemType,항목구분,int(10),6,17,,,,
733,_TPRBasPayItem,급여항목,7,SMUnitType,금액계산방식,int(10),7,17,,,,
734,_TPRBasPayItem,급여항목,8,SMUnitLoc,금액계산위치,int(10),8,17,,,,
735,_TPRBasPayItem,급여항목,9,IsPrevAllow,기지급여부,nchar(1),9,17,,,,
736,_TPRBasPayItem,급여항목,10,IsAllowBns,인정상여여부,nchar(1),10,17,,,,
737,_TPRBasPayItem,급여항목,11,IsCompanyCost,회사부담금여부,nchar(1),11,17,,,,
738,_TPRBasPayItem,급여항목,12,IsObjChk,대상체크여부,nchar(1),12,17,,,,
739,_TPRBasPayItem,급여항목,13,IsSystem,시스템코드여부,nchar(1),13,17,,,,
740,_TPRBasPayItem,급여항목,14,DispSeq,순서,int(10),14,17,,,,
741,_TPRBasPayItem,급여항목,15,LastUserSeq,작업자,int(10),15,17,,,,
742,_TPRBasPayItem,급여항목,16,LastDateTime,작업일시,datetime(8),16,17,,,,
743,_TPRBasPayItem,급여항목,17,Remark,비고,nvarchar(200),17,17,,,,
956,_TPRBasPayMthByYm,항목별지급공제방법,1,CompanySeq,법인내부코드,int(10),1,12,CompanySeq,1,,1
957,_TPRBasPayMthByYm,항목별지급공제방법,2,ItemSeq,급여항목코드,int(10),2,12,ItemSeq,2,,1
958,_TPRBasPayMthByYm,항목별지급공제방법,3,Seq,일련번호,int(10),3,12,Seq,3,,1
959,_TPRBasPayMthByYm,항목별지급공제방법,4,BegYM,시작월,nchar(6),4,12,,,,
960,_TPRBasPayMthByYm,항목별지급공제방법,5,EndYM,종료월,nchar(6),5,12,,,,
961,_TPRBasPayMthByYm,항목별지급공제방법,6,SMPayMth,지급방식,int(10),6,12,,,,
962,_TPRBasPayMthByYm,항목별지급공제방법,7,SMGrpSortSeq,그룹종류,int(10),7,12,,,,
963,_TPRBasPayMthByYm,항목별지급공제방법,8,IsPrevRetro,전월소급적용여부,nchar(1),8,12,,,,
964,_TPRBasPayMthByYm,항목별지급공제방법,9,SMApplyMth,적용방법,int(10),9,12,,,,
965,_TPRBasPayMthByYm,항목별지급공제방법,10,SMAmtApplyMth,상여기간계산적용방법,int(10),10,12,,,,
966,_TPRBasPayMthByYm,항목별지급공제방법,11,LastUserSeq,작업자,int(10),11,12,,,,
967,_TPRBasPayMthByYm,항목별지급공제방법,12,LastDateTime,작업일시,datetime(8),12,12,,,,
678,_TPRBasPb,급상여구분,1,CompanySeq,법인내부코드,int(10),1,10,CompanySeq,1,,1
679,_TPRBasPb,급상여구분,2,PbSeq,급상여구분일련번호,int(10),2,10,PbSeq,2,,1
680,_TPRBasPb,급상여구분,3,PbName,급상여구분명,nvarchar(100),3,10,,,,
681,_TPRBasPb,급상여구분,4,SMPbType,급상여구분,int(10),4,10,,,,
682,_TPRBasPb,급상여구분,5,IsPayTax,급여세금적용여부,nchar(1),5,10,,,,
683,_TPRBasPb,급상여구분,6,PrtItemSeq,출력항목명,int(10),6,10,,,,
684,_TPRBasPb,급상여구분,7,UMAccNoType,계좌구분,int(10),7,10,,,,
685,_TPRBasPb,급상여구분,8,LastUserSeq,작업자,int(10),8,10,,,,
686,_TPRBasPb,급상여구분,9,LastDateTime,작업일시,datetime(8),9,10,,,,
687,_TPRBasPb,급상여구분,10,DispSeq,순서,int(10),10,10,,,,
688,_TPRBasPt,급여형태,1,CompanySeq,법인내부코드,int(10),1,11,CompanySeq,1,,1
689,_TPRBasPt,급여형태,2,PtSeq,급여형태일련번호,int(10),2,11,PtSeq,2,,1
690,_TPRBasPt,급여형태,3,PtName,급여형태명,nvarchar(100),3,11,,,,
691,_TPRBasPt,급여형태,4,SMPtType,급여형태구분,int(10),4,11,,,,
692,_TPRBasPt,급여형태,5,SMBasDsTmPayMth,기본일급시급계산지급방식,int(10),5,11,,,,
693,_TPRBasPt,급여형태,6,SMGrpSortSeq,그룹종류,int(10),6,11,,,,
694,_TPRBasPt,급여형태,7,FullDays,만근기준일수,int(10),7,11,,,,
695,_TPRBasPt,급여형태,8,Remark,비고,nvarchar(500),8,11,,,,
696,_TPRBasPt,급여형태,9,LastUserSeq,작업자,int(10),9,11,,,,
697,_TPRBasPt,급여형태,10,LastDateTime,작업일시,datetime(8),10,11,,,,
698,_TPRBasPt,급여형태,11,DispSeq,순서,int(10),11,11,,,,
674,_TPRBasPu,급여작업군,1,CompanySeq,법인내부코드,int(10),1,4,CompanySeq,1,,1
675,_TPRBasPu,급여작업군,2,PuSeq,급여작업군일련번호,int(10),2,4,PuSeq,2,,1
676,_TPRBasPu,급여작업군,3,PuName,급여작업군명,nvarchar(100),3,4,,,,
677,_TPRBasPu,급여작업군,4,DispSeq,순서,int(10),4,4,,,,
767,_TPRPayDateDtl,급상여일자내역,1,CompanySeq,법인내부코드,int(10),1,34,CompanySeq,1,,1
768,_TPRPayDateDtl,급상여일자내역,2,PuSeq,급여작업군코드,int(10),2,34,PuSeq,2,,1
769,_TPRPayDateDtl,급상여일자내역,3,PbYM,적용연월,nchar(6),3,34,PbYM,3,,1
770,_TPRPayDateDtl,급상여일자내역,4,SerialNo,일련번호,int(10),4,34,SerialNo,4,,1
771,_TPRPayDateDtl,급상여일자내역,5,PbSeq,급상여구분코드,int(10),5,34,,,,
772,_TPRPayDateDtl,급상여일자내역,6,BelongYM,귀속연월,nchar(6),6,34,,,,
773,_TPRPayDateDtl,급상여일자내역,7,PayYM,신고지급년월,nchar(6),7,34,,,,
774,_TPRPayDateDtl,급상여일자내역,8,RepYM,신고년월,nchar(6),8,34,,,,
775,_TPRPayDateDtl,급상여일자내역,9,BaseYM,기준년월,nchar(6),9,34,,,,
776,_TPRPayDateDtl,급상여일자내역,10,IsExPrb,수습자제외여부,nchar(1),10,34,,,,
777,_TPRPayDateDtl,급상여일자내역,11,IsEnd,급여확정여부,nchar(1),11,34,,,,
778,_TPRPayDateDtl,급상여일자내역,12,PayDate,급여지급일자,nchar(8),12,34,,,,
779,_TPRPayDateDtl,급상여일자내역,13,BegDate,급여적용시작일자,nchar(8),13,34,,,,
780,_TPRPayDateDtl,급상여일자내역,14,EndDate,급여적용종료일자,nchar(8),14,34,,,,
781,_TPRPayDateDtl,급상여일자내역,15,IsWk,근태적용,nchar(1),15,34,,,,
782,_TPRPayDateDtl,급상여일자내역,16,WkBegDate,근태적용시작일자,nchar(8),16,34,,,,
783,_TPRPayDateDtl,급상여일자내역,17,WkEndDate,근태적용종료일자,nchar(8),17,34,,,,
784,_TPRPayDateDtl,급상여일자내역,18,lsImpTax,세금계산안함여부,nchar(1),18,34,,,,
785,_TPRPayDateDtl,급상여일자내역,19,SMBnsGrpSortSeq,상여그룹종류,int(10),19,34,,,,
786,_TPRPayDateDtl,급상여일자내역,20,SMBnsType,상여지급형태,int(10),20,34,,,,
787,_TPRPayDateDtl,급상여일자내역,21,BnsRate,상여지급율,decimal(19),21,34,,,,
788,_TPRPayDateDtl,급상여일자내역,22,BnsAmt,상여일정금액,decimal(19),22,34,,,,
789,_TPRPayDateDtl,급상여일자내역,23,BnsObjBegDate,상여대상자범위시작일,nchar(8),23,34,,,,
790,_TPRPayDateDtl,급상여일자내역,24,BnsObjEndDate,상여대상자범위종료일,nchar(8),24,34,,,,
791,_TPRPayDateDtl,급상여일자내역,25,BnsTaxBegYM,상여세금적용기간 시작월,nchar(6),25,34,,,,
792,_TPRPayDateDtl,급상여일자내역,26,BnsTaxEndYM,상여세금적용기간 종료월,nchar(6),26,34,,,,
793,_TPRPayDateDtl,급상여일자내역,27,IsBnsLastOrd,상여최종발령상태로만상여처리여부,nchar(1),27,34,,,,
794,_TPRPayDateDtl,급상여일자내역,28,SMBnsEntCalcOpt,입사자상여계산기준,int(10),28,34,,,,
795,_TPRPayDateDtl,급상여일자내역,29,SMBnsRetCalcOpt,퇴사자상여계산기준,int(10),29,34,,,,
796,_TPRPayDateDtl,급상여일자내역,30,RetroBegYM,소급적용시작월,nchar(6),30,34,,,,
797,_TPRPayDateDtl,급상여일자내역,31,RetroEndYM,소급적용종료월,nchar(6),31,34,,,,
798,_TPRPayDateDtl,급상여일자내역,32,LastUserSeq,작업자,int(10),32,34,,,,
799,_TPRPayDateDtl,급상여일자내역,33,LastDateTime,작업일시,datetime(8),33,34,,,,
800,_TPRPayDateDtl,급상여일자내역,34,TaxApplyRate,세금적용율,decimal(19),34,34,,,,
937,_TPRPayDeduc,급상여공제결과,1,CompanySeq,법인내부코드,int(10),1,13,CompanySeq,1,,1
938,_TPRPayDeduc,급상여공제결과,2,PbYm,적용연월,nchar(6),2,13,PbYm,2,,1
939,_TPRPayDeduc,급상여공제결과,3,SerialNo,일련번호,int(10),3,13,SerialNo,3,,1
940,_TPRPayDeduc,급상여공제결과,4,EmpSeq,사원코드,int(10),4,13,EmpSeq,4,,1
941,_TPRPayDeduc,급상여공제결과,5,ItemSeq,급여항목코드,int(10),5,13,ItemSeq,5,,1
942,_TPRPayDeduc,급상여공제결과,6,CurAmt,금액,decimal(19),6,13,,,,
943,_TPRPayDeduc,급상여공제결과,7,CurRetroAmt,소급차액,decimal(19),7,13,,,,
944,_TPRPayDeduc,급상여공제결과,8,Amt,원화금액,decimal(19),8,13,,,,
945,_TPRPayDeduc,급상여공제결과,9,RetroAmt,소급원화차액,decimal(19),9,13,,,,
946,_TPRPayDeduc,급상여공제결과,10,IsCompanyCost,회사부담금여부,nchar(1),10,13,,,,
947,_TPRPayDeduc,급상여공제결과,11,IsExcept,예외적용여부,nchar(1),11,13,,,,
948,_TPRPayDeduc,급상여공제결과,12,LastUserSeq,작업자,int(10),12,13,,,,
949,_TPRPayDeduc,급상여공제결과,13,LastDateTime,작업일시,datetime(8),13,13,,,,
921,_TPRPayPay,급상여지급결과,1,CompanySeq,법인내부코드,int(10),1,16,CompanySeq,1,,1
922,_TPRPayPay,급상여지급결과,2,PbYm,적용연월,nchar(6),2,16,PbYm,2,,1
923,_TPRPayPay,급상여지급결과,3,SerialNo,일련번호,int(10),3,16,SerialNo,3,,1
924,_TPRPayPay,급상여지급결과,4,EmpSeq,사원코드,int(10),4,16,EmpSeq,4,,1
925,_TPRPayPay,급상여지급결과,5,ItemSeq,급여항목코드,int(10),5,16,ItemSeq,5,,1
926,_TPRPayPay,급상여지급결과,6,CurAmt,금액,decimal(19),6,16,,,,
927,_TPRPayPay,급상여지급결과,7,CurRetroAmt,소급차액,decimal(19),7,16,,,,
928,_TPRPayPay,급상여지급결과,8,Amt,원화금액,decimal(19),8,16,,,,
929,_TPRPayPay,급상여지급결과,9,RetroAmt,소급원화차액,decimal(19),9,16,,,,
930,_TPRPayPay,급상여지급결과,10,IsPrevAllow,기지급여부,nchar(1),10,16,,,,
931,_TPRPayPay,급상여지급결과,11,IsBnsAllow,인정상여여부,nchar(1),11,16,,,,
932,_TPRPayPay,급상여지급결과,12,IsCalc,가상금액여부,nchar(1),12,16,,,,
933,_TPRPayPay,급상여지급결과,13,IsExcept,예외적용여부,nchar(1),13,16,,,,
934,_TPRPayPay,급상여지급결과,14,UMTaxExemptType,비과세유형,int(10),14,16,,,,
935,_TPRPayPay,급상여지급결과,15,LastUserSeq,작업자,int(10),15,16,,,,
936,_TPRPayPay,급상여지급결과,16,LastDateTime,작업일시,datetime(8),16,16,,,,
801,_TPRPayResult,급상여결과,1,ReduceTaxRate,NULL,decimal(19),1,92,,,,
802,_TPRPayResult,급상여결과,2,IsUpload,NULL,nchar(1),2,92,,,,
803,_TPRPayResult,급상여결과,3,CompensatoryAmt,NULL,decimal(19),3,92,,,,
804,_TPRPayResult,급상여결과,4,IsConfirm,NULL,nchar(1),4,92,,,,
805,_TPRPayResult,급상여결과,5,JobSeq,NULL,int(10),5,92,,,,
806,_TPRPayResult,급상여결과,6,IsImpTax,NULL,nchar(1),6,92,,,,
807,_TPRPayResult,급상여결과,7,ProjectSeq,NULL,int(10),7,92,,,,
808,_TPRPayResult,급상여결과,8,ExRateDate,NULL,nchar(8),8,92,,,,
809,_TPRPayResult,급상여결과,9,WkMmCnt,NULL,int(10),9,92,,,,
810,_TPRPayResult,급상여결과,10,SMExRateType,NULL,int(10),10,92,,,,
811,_TPRPayResult,급상여결과,11,Under20ChildCnt,NULL,int(10),11,92,,,,
812,_TPRPayResult,급상여결과,12,PayDate,NULL,nchar(8),12,92,,,,
813,_TPRPayResult,급상여결과,13,UmPsSeq,NULL,int(10),13,92,,,,
814,_TPRPayResult,급상여결과,14,IsCalc,NULL,nchar(1),14,92,,,,
815,_TPRPayResult,급상여결과,15,StndBasePay,NULL,decimal(19),15,92,,,,
816,_TPRPayResult,급상여결과,16,CompensatoryRetroAmt,NULL,decimal(19),16,92,,,,
817,_TPRPayResult,급상여결과,17,IsPerConfirm,NULL,nchar(1),17,92,,,,
818,_TPRPayResult,급상여결과,18,LocalBizSeq,NULL,int(10),18,92,,,,
819,_TPRPayResult,급상여결과,19,TotPrevDeducAmt,NULL,decimal(19),19,92,,,,
820,_TPRPayResult,급상여결과,20,IsAdj,NULL,nchar(1),20,92,,,,
821,_TPRPayResult,급상여결과,21,BizSeq,NULL,int(10),21,92,,,,
822,_TPRPayResult,급상여결과,22,WkTrm,NULL,nchar(6),22,92,,,,
823,_TPRPayResult,급상여결과,23,DeducFamilyCnt,NULL,int(10),23,92,,,,
824,_TPRPayResult,급상여결과,24,IsExRateDateEx,NULL,nchar(1),24,92,,,,
825,_TPRPayResult,급상여결과,25,IsWk,NULL,nchar(1),25,92,,,,
826,_TPRPayResult,급상여결과,26,TotRetroPrevDeducAmt,NULL,decimal(19),26,92,,,,
827,_TPRPayResult,급상여결과,27,CompanySeq,법인내부코드,int(10),27,92,CompanySeq,27,,1
828,_TPRPayResult,급상여결과,28,PbYm,적용연월,nchar(6),28,92,PbYm,28,,1
829,_TPRPayResult,급상여결과,29,SerialNo,일련번호,int(10),29,92,SerialNo,29,,1
830,_TPRPayResult,급상여결과,30,EmpSeq,사원코드,int(10),30,92,EmpSeq,30,,1
831,_TPRPayResult,급상여결과,31,PbSeq,급상여구분코드,int(10),31,92,,,,
832,_TPRPayResult,급상여결과,32,BelongYm,귀속월,nchar(6),32,92,,,,
833,_TPRPayResult,급상여결과,33,RepYm,신고월,nchar(6),33,92,,,,
834,_TPRPayResult,급상여결과,34,BasMmAmt,기본월급,decimal(19),34,92,,,,
835,_TPRPayResult,급상여결과,35,BasDdAmt,기본일급,decimal(19),35,92,,,,
836,_TPRPayResult,급상여결과,36,BasTmAmt,기본시급,decimal(19),36,92,,,,
837,_TPRPayResult,급상여결과,37,GenMmAmt,통상임금,decimal(19),37,92,,,,
838,_TPRPayResult,급상여결과,38,GenDdAmt,통상일급,decimal(19),38,92,,,,
839,_TPRPayResult,급상여결과,39,GenTmAmt,통상시급,decimal(19),39,92,,,,
840,_TPRPayResult,급상여결과,40,TotPayAmt,지급총액,decimal(19),40,92,,,,
841,_TPRPayResult,급상여결과,41,TotRetroPayAmt,소급지급총액차액,decimal(19),41,92,,,,
842,_TPRPayResult,급상여결과,42,TotPrevPayAmt,기지급총액,decimal(19),42,92,,,,
843,_TPRPayResult,급상여결과,43,TotRetroPrevPayAmt,소급기지급총액차액,decimal(19),43,92,,,,
844,_TPRPayResult,급상여결과,44,TotAllowBnsAmt,인정상여총액,decimal(19),44,92,,,,
845,_TPRPayResult,급상여결과,45,TotRetroAllowBnsAmt,소급인정상여총액차액,decimal(19),45,92,,,,
846,_TPRPayResult,급상여결과,46,TotDeducAmt,공제총액,decimal(19),46,92,,,,
847,_TPRPayResult,급상여결과,47,TotRetroDeducAmt,소급공제총액차액,decimal(19),47,92,,,,
848,_TPRPayResult,급상여결과,48,ActPayAmt,실지급액,decimal(19),48,92,,,,
849,_TPRPayResult,급상여결과,49,ActRetroPayAmt,소급실지급액차액,decimal(19),49,92,,,,
850,_TPRPayResult,급상여결과,50,OrdDate,발령일,nchar(8),50,92,,,,
851,_TPRPayResult,급상여결과,51,IntSeq,발령일련번호,int(10),51,92,,,,
852,_TPRPayResult,급상여결과,52,OrdSeq,발령사유코드,int(10),52,92,,,,
853,_TPRPayResult,급상여결과,53,PuSeq,급여작업군,int(10),53,92,,,,
854,_TPRPayResult,급상여결과,54,DeptSeq,소속부서코드,int(10),54,92,,,,
855,_TPRPayResult,급상여결과,55,WkDeptSeq,근무부서코드,int(10),55,92,,,,
856,_TPRPayResult,급상여결과,56,PosSeq,포지션내부코드,int(10),56,92,,,,
857,_TPRPayResult,급상여결과,57,UMPgSeq,직급코드,int(10),57,92,,,,
858,_TPRPayResult,급상여결과,58,Ps,호봉,nchar(3),58,92,,,,
859,_TPRPayResult,급상여결과,59,UMJpSeq,직위코드,int(10),59,92,,,,
860,_TPRPayResult,급상여결과,60,UMJdSeq,직책코드,int(10),60,92,,,,
861,_TPRPayResult,급상여결과,61,UMJoSeq,직종코드,int(10),61,92,,,,
862,_TPRPayResult,급상여결과,62,PtSeq,급여형태내부코드,int(10),62,92,,,,
863,_TPRPayResult,급상여결과,63,UMWsSeq,근무상태코드,int(10),63,92,,,,
864,_TPRPayResult,급상여결과,64,SMSexSeq,성별,int(10),64,92,,,,
865,_TPRPayResult,급상여결과,65,SpouseACnt,가족수당배우자,int(10),65,92,,,,
866,_TPRPayResult,급상여결과,66,DepenACnt,가족수당부양자수,int(10),66,92,,,,
867,_TPRPayResult,급상여결과,67,DepenBCnt,보육수당6세이하수,int(10),67,92,,,,
868,_TPRPayResult,급상여결과,68,BnsRate,상여율,decimal(19),68,92,,,,
869,_TPRPayResult,급상여결과,69,AbrTaxExempt,국외비과세,decimal(19),69,92,,,,
870,_TPRPayResult,급상여결과,70,WkTaxExempt,근로비과세,decimal(19),70,92,,,,
871,_TPRPayResult,급상여결과,71,EtcTaxExempt,기타비과세,decimal(19),71,92,,,,
872,_TPRPayResult,급상여결과,72,LabManTaxExempt,연구직비과세,decimal(19),72,92,,,,
873,_TPRPayResult,급상여결과,73,FrgnTaxExempt,외국인비과세,decimal(19),73,92,,,,
874,_TPRPayResult,급상여결과,74,ResTax,산출세액,decimal(19),74,92,,,,
875,_TPRPayResult,급상여결과,75,TaxDeducAmt,근로소득세액공제액,decimal(19),75,92,,,,
876,_TPRPayResult,급상여결과,76,AbrTaxDeducAmt,외국납부세액공제액,decimal(19),76,92,,,,
877,_TPRPayResult,급상여결과,77,SavTaxDeducAmt,저축세액공제액,decimal(19),77,92,,,,
878,_TPRPayResult,급상여결과,78,ReducTax,감면세액,decimal(19),78,92,,,,
879,_TPRPayResult,급상여결과,79,IsYear,연봉직여부,nchar(1),79,92,,,,
880,_TPRPayResult,급상여결과,80,UMYearGrdSeq,연봉등급,int(10),80,92,,,,
881,_TPRPayResult,급상여결과,81,IsUnion,노조여부,nchar(1),81,92,,,,
882,_TPRPayResult,급상여결과,82,IsAttach,가압류대상여부,nchar(1),82,92,,,,
883,_TPRPayResult,급상여결과,83,IsAbrWk,국외근로비과세대상자,nchar(1),83,92,,,,
884,_TPRPayResult,급상여결과,84,IsLabMan,연구원비과세대상자,nchar(1),84,92,,,,
885,_TPRPayResult,급상여결과,85,IsRet,퇴직여부,nchar(1),85,92,,,,
886,_TPRPayResult,급상여결과,86,ApplyBegDate,적용시작일,nchar(8),86,92,,,,
887,_TPRPayResult,급상여결과,87,ApplyEndDate,적용종료일,nchar(8),87,92,,,,
888,_TPRPayResult,급상여결과,88,FullDays,전체일수,int(10),88,92,,,,
889,_TPRPayResult,급상여결과,89,SMTaxAppType,세급적용구분,int(10),89,92,,,,
890,_TPRPayResult,급상여결과,90,LastUserSeq,작업자,int(10),90,92,,,,
891,_TPRPayResult,급상여결과,91,LastDateTime,작업일시,datetime(8),91,92,,,,
892,_TPRPayResult,급상여결과,92,TaxRate,세율,decimal(19),92,92,,,,
1943,_TPRRetEstAccSlip,퇴직추계전표내역,1,CompanySeq,법인내부코드,int(10),1,44,,,,
1944,_TPRRetEstAccSlip,퇴직추계전표내역,2,Seq,순번,int(10),2,44,,,,
1945,_TPRRetEstAccSlip,퇴직추계전표내역,3,RetEstYm,추계연월,nchar(6),3,44,,,,
1946,_TPRRetEstAccSlip,퇴직추계전표내역,4,EnvValue,원가구분,int(10),4,44,,,,
1947,_TPRRetEstAccSlip,퇴직추계전표내역,5,SlipDeptSeq,#예산관리단위,int(10),5,44,,,,
1948,_TPRRetEstAccSlip,퇴직추계전표내역,6,CostDeptSeq,귀속부서,int(10),6,44,,,,
1949,_TPRRetEstAccSlip,퇴직추계전표내역,7,SlipCCtrSeq,#예산관리단위,int(10),7,44,,,,
1950,_TPRRetEstAccSlip,퇴직추계전표내역,8,CostCCtrSeq,귀속활동센터,int(10),8,44,,,,
1951,_TPRRetEstAccSlip,퇴직추계전표내역,9,DeptSeq,발생부서,int(10),9,44,,,,
1952,_TPRRetEstAccSlip,퇴직추계전표내역,10,DtlSeq,발생원천,int(10),10,44,,,,
1953,_TPRRetEstAccSlip,퇴직추계전표내역,11,AccUnit,회계단위,int(10),11,44,,,,
1954,_TPRRetEstAccSlip,퇴직추계전표내역,12,SlipUnit,전표관리단위,int(10),12,44,,,,
1955,_TPRRetEstAccSlip,퇴직추계전표내역,13,RowSlipUnit,행별전표관리단위,int(10),13,44,,,,
1956,_TPRRetEstAccSlip,퇴직추계전표내역,14,AccSeq,계정내부코드,int(10),14,44,,,,
1957,_TPRRetEstAccSlip,퇴직추계전표내역,15,UMCostType,비용구분,int(10),15,44,,,,
